First Name,Last Name,Year,RushingYards,Att,TD,TwentyPlus,FourtyPlus,Lng,RushingFirst,RushingFirstPerc,RushingFum,Position,Draft Year,College,Height (inch),Weight (lbs),BMI,ArmLength (inch),Hand Size (inch),Wing Span (inch),40 Yard Dash (s),40 Yard (MPH),20 Yard Split (s),Bench Press,QB Ball Velocity,Vertical Leap (inch),Broad Jump (inch),20 Yd Shuttle (s),Three Cone
Isa,Abdul,2015.0,34.0,2.0,,1.0,,30.0,2.0,,,SS,,,,,,,,,,,,,,,,,
Isa,Abdul,2015.0,34.0,2.0,,1.0,,30.0,2.0,,,SS,,,,,,,,,,,,,,,,,
Ameer,Abdullah,2015.0,597.0,143.0,2.0,4.0,,36.0,27.0,5.296,4.0,RB,2015.0,Nebraska,"68,75",205.0,31.23,30.0,8.63,72.0,4.6,17.98,2.68,24 reps (225 lb),(N/A) (MPH),42.5,130.0,3.95,6.79
Ameer,Abdullah,2015.0,597.0,143.0,2.0,4.0,,36.0,27.0,5.296,4.0,RB,2015.0,Nebraska,"68,75",205.0,31.23,30.0,8.63,72.0,4.6,17.98,2.68,24 reps (225 lb),(N/A) (MPH),42.5,130.0,3.95,6.79
Ameer,Abdullah,2016.0,101.0,18.0,,1.0,,24.0,6.0,,,RB,2015.0,Nebraska,"68,75",205.0,31.23,30.0,8.63,72.0,4.6,17.98,2.68,24 reps (225 lb),(N/A) (MPH),42.5,130.0,3.95,6.79
Ameer,Abdullah,2016.0,101.0,18.0,,1.0,,24.0,6.0,,,RB,2015.0,Nebraska,"68,75",205.0,31.23,30.0,8.63,72.0,4.6,17.98,2.68,24 reps (225 lb),(N/A) (MPH),42.5,130.0,3.95,6.79
Ameer,Abdullah,2017.0,552.0,165.0,4.0,5.0,,34.0,24.0,6.875,2.0,RB,2015.0,Nebraska,"68,75",205.0,31.23,30.0,8.63,72.0,4.6,17.98,2.68,24 reps (225 lb),(N/A) (MPH),42.5,130.0,3.95,6.79
Ameer,Abdullah,2017.0,552.0,165.0,4.0,5.0,,34.0,24.0,6.875,2.0,RB,2015.0,Nebraska,"68,75",205.0,31.23,30.0,8.63,72.0,4.6,17.98,2.68,24 reps (225 lb),(N/A) (MPH),42.5,130.0,3.95,6.79
Ameer,Abdullah,2018.0,1.0,1.0,,,,1.0,,,,RB,2015.0,Nebraska,"68,75",205.0,31.23,30.0,8.63,72.0,4.6,17.98,2.68,24 reps (225 lb),(N/A) (MPH),42.5,130.0,3.95,6.79
Ameer,Abdullah,2018.0,1.0,1.0,,,,1.0,,,,RB,2015.0,Nebraska,"68,75",205.0,31.23,30.0,8.63,72.0,4.6,17.98,2.68,24 reps (225 lb),(N/A) (MPH),42.5,130.0,3.95,6.79
Ameer,Abdullah,2019.0,115.0,23.0,,,,15.0,4.0,5.75,,RB,2015.0,Nebraska,"68,75",205.0,31.23,30.0,8.63,72.0,4.6,17.98,2.68,24 reps (225 lb),(N/A) (MPH),42.5,130.0,3.95,6.79
Ameer,Abdullah,2019.0,115.0,23.0,,,,15.0,4.0,5.75,,RB,2015.0,Nebraska,"68,75",205.0,31.23,30.0,8.63,72.0,4.6,17.98,2.68,24 reps (225 lb),(N/A) (MPH),42.5,130.0,3.95,6.79
Ameer,Abdullah,2020.0,42.0,8.0,,,,13.0,4.0,,,RB,2015.0,Nebraska,"68,75",205.0,31.23,30.0,8.63,72.0,4.6,17.98,2.68,24 reps (225 lb),(N/A) (MPH),42.5,130.0,3.95,6.79
Ameer,Abdullah,2020.0,42.0,8.0,,,,13.0,4.0,,,RB,2015.0,Nebraska,"68,75",205.0,31.23,30.0,8.63,72.0,4.6,17.98,2.68,24 reps (225 lb),(N/A) (MPH),42.5,130.0,3.95,6.79
Rabih,Abdullah,1999.0,12.0,5.0,,,,10.0,1.0,,,RB,,,,,,,,,,,,,,,,,
Rabih,Abdullah,1999.0,12.0,5.0,,,,10.0,1.0,,,RB,,,,,,,,,,,,,,,,,
Rabih,Abdullah,2000.0,70.0,16.0,,,,19.0,5.0,3.2,,RB,,,,,,,,,,,,,,,,,
Rabih,Abdullah,2000.0,70.0,16.0,,,,19.0,5.0,3.2,,RB,,,,,,,,,,,,,,,,,
Rabih,Abdullah,2001.0,40.0,11.0,,,,12.0,1.0,,,RB,,,,,,,,,,,,,,,,,
Rabih,Abdullah,2001.0,40.0,11.0,,,,12.0,1.0,,,RB,,,,,,,,,,,,,,,,,
Rabih,Abdullah,2003.0,37.0,18.0,,,,10.0,4.0,4.5,,RB,,,,,,,,,,,,,,,,,
Rabih,Abdullah,2003.0,37.0,18.0,,,,10.0,4.0,4.5,,RB,,,,,,,,,,,,,,,,,
Rabih,Abdullah,2004.0,13.0,13.0,1.0,,,5.0,3.0,4.333,,RB,,,,,,,,,,,,,,,,,
Rabih,Abdullah,2004.0,13.0,13.0,1.0,,,5.0,3.0,4.333,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1982.0,100.0,21.0,2.0,,,34.0,,,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1982.0,100.0,21.0,2.0,,,34.0,,,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1983.0,446.0,112.0,4.0,,,50.0,,,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1983.0,446.0,112.0,4.0,,,50.0,,,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1984.0,610.0,145.0,1.0,,,31.0,,,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1984.0,610.0,145.0,1.0,,,31.0,,,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1985.0,851.0,227.0,7.0,,,32.0,,,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1985.0,851.0,227.0,7.0,,,32.0,,,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1986.0,877.0,214.0,6.0,,,38.0,,,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1986.0,877.0,214.0,6.0,,,38.0,,,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1987.0,459.0,123.0,2.0,,,28.0,,,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1987.0,459.0,123.0,2.0,,,28.0,,,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1988.0,14.0,5.0,,,,5.0,,,,RB,,,,,,,,,,,,,,,,,
Walter,Abercrombie,1988.0,14.0,5.0,,,,5.0,,,,RB,,,,,,,,,,,,,,,,,
Danny,Abramowicz,1970.0,7.0,1.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Danny,Abramowicz,1970.0,7.0,1.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Mike,Adamle,1971.0,43.0,13.0,,,,,,,,RB,,,,,,,,,,,,,,,,,
Mike,Adamle,1971.0,43.0,13.0,,,,,,,,RB,,,,,,,,,,,,,,,,,
Mike,Adamle,1972.0,303.0,73.0,1.0,,,,,,,RB,,,,,,,,,,,,,,,,,
Mike,Adamle,1972.0,303.0,73.0,1.0,,,,,,,RB,,,,,,,,,,,,,,,,,
Mike,Adamle,1973.0,264.0,67.0,,,,,,,,RB,,,,,,,,,,,,,,,,,
Mike,Adamle,1973.0,264.0,67.0,,,,,,,,RB,,,,,,,,,,,,,,,,,
Mike,Adamle,1974.0,93.0,28.0,2.0,,,,,,,RB,,,,,,,,,,,,,,,,,
Mike,Adamle,1974.0,93.0,28.0,2.0,,,,,,,RB,,,,,,,,,,,,,,,,,
Mike,Adamle,1975.0,353.0,94.0,1.0,,,21.0,,,,RB,,,,,,,,,,,,,,,,,
Mike,Adamle,1975.0,353.0,94.0,1.0,,,21.0,,,,RB,,,,,,,,,,,,,,,,,
Mike,Adamle,1976.0,93.0,33.0,,,,12.0,,,,RB,,,,,,,,,,,,,,,,,
Mike,Adamle,1976.0,93.0,33.0,,,,12.0,,,,RB,,,,,,,,,,,,,,,,,
Bob,Adams,1973.0,7.0,2.0,,,,,,,,TE,,,,,,,,,,,,,,,,,
Bob,Adams,1973.0,7.0,2.0,,,,,,,,TE,,,,,,,,,,,,,,,,,
Charlie,Adams,2005.0,14.0,5.0,,,,13.0,1.0,,,WR,,,,,,,,,,,,,,,,,
Charlie,Adams,2005.0,14.0,5.0,,,,13.0,1.0,,,WR,,,,,,,,,,,,,,,,,
Curtis,Adams,1985.0,49.0,16.0,1.0,,,14.0,,,,RB,,,,,,,,,,,,,,,,,
Curtis,Adams,1985.0,49.0,16.0,1.0,,,14.0,,,,RB,,,,,,,,,,,,,,,,,
Curtis,Adams,1986.0,366.0,118.0,4.0,,,22.0,,,,RB,,,,,,,,,,,,,,,,,
Curtis,Adams,1986.0,366.0,118.0,4.0,,,22.0,,,,RB,,,,,,,,,,,,,,,,,
Curtis,Adams,1987.0,343.0,90.0,1.0,,,24.0,,,,RB,,,,,,,,,,,,,,,,,
Curtis,Adams,1987.0,343.0,90.0,1.0,,,24.0,,,,RB,,,,,,,,,,,,,,,,,
Curtis,Adams,1988.0,149.0,38.0,1.0,,,14.0,,,,RB,,,,,,,,,,,,,,,,,
Curtis,Adams,1988.0,149.0,38.0,1.0,,,14.0,,,,RB,,,,,,,,,,,,,,,,,
David,Adams,1987.0,49.0,7.0,1.0,,,27.0,,,,RB,,,,,,,,,,,,,,,,,
David,Adams,1987.0,49.0,7.0,1.0,,,27.0,,,,RB,,,,,,,,,,,,,,,,,
George,Adams,1985.0,498.0,128.0,2.0,,,39.0,,,,RB,,,,,,,,,,,,,,,,,
George,Adams,1985.0,498.0,128.0,2.0,,,39.0,,,,RB,,,,,,,,,,,,,,,,,
George,Adams,1987.0,169.0,61.0,1.0,,,14.0,,,,RB,,,,,,,,,,,,,,,,,
George,Adams,1987.0,169.0,61.0,1.0,,,14.0,,,,RB,,,,,,,,,,,,,,,,,
George,Adams,1988.0,76.0,29.0,,,,15.0,,,,RB,,,,,,,,,,,,,,,,,
George,Adams,1988.0,76.0,29.0,,,,15.0,,,,RB,,,,,,,,,,,,,,,,,
George,Adams,1989.0,29.0,9.0,,,,8.0,,,,RB,,,,,,,,,,,,,,,,,
George,Adams,1989.0,29.0,9.0,,,,8.0,,,,RB,,,,,,,,,,,,,,,,,
George,Adams,1990.0,111.0,28.0,,,,13.0,,,,RB,,,,,,,,,,,,,,,,,
George,Adams,1990.0,111.0,28.0,,,,13.0,,,,RB,,,,,,,,,,,,,,,,,
George,Adams,1991.0,3.0,2.0,,,,2.0,1.0,,,RB,,,,,,,,,,,,,,,,,
George,Adams,1991.0,3.0,2.0,,,,2.0,1.0,,,RB,,,,,,,,,,,,,,,,,
Joe,Adams,2012.0,13.0,3.0,,,,5.0,,,,WR,2012.0,Arkansas,"70,63",179.0,25.83,31.88,9.38,,4.51,18.34,2.53,(N/A) reps (225 lb),(N/A) (MPH),36.0,,,
Joe,Adams,2012.0,13.0,3.0,,,,5.0,,,,WR,2012.0,Arkansas,"70,63",179.0,25.83,31.88,9.38,,4.51,18.34,2.53,(N/A) reps (225 lb),(N/A) (MPH),36.0,,,
Josh,Adams,2018.0,511.0,120.0,3.0,4.0,,29.0,23.0,5.2170000000000005,1.0,RB,2018.0,"Notre,Dame","73,63",213.0,28.29,33.75,9.25,79.25,,18.14,,18 reps (225 lb),(N/A) (MPH),,,,
Josh,Adams,2018.0,511.0,120.0,3.0,4.0,,29.0,23.0,5.2170000000000005,1.0,RB,2018.0,"Notre,Dame","73,63",213.0,28.29,33.75,9.25,79.25,,18.14,,18 reps (225 lb),(N/A) (MPH),,,,
Josh,Adams,2019.0,12.0,8.0,,,,10.0,1.0,,,RB,2018.0,"Notre,Dame","73,63",213.0,28.29,33.75,9.25,79.25,,18.14,,18 reps (225 lb),(N/A) (MPH),,,,
Josh,Adams,2019.0,12.0,8.0,,,,10.0,1.0,,,RB,2018.0,"Notre,Dame","73,63",213.0,28.29,33.75,9.25,79.25,,18.14,,18 reps (225 lb),(N/A) (MPH),,,,
Josh,Adams,2020.0,157.0,29.0,2.0,1.0,,25.0,10.0,2.9,,RB,2018.0,"Notre,Dame","73,63",213.0,28.29,33.75,9.25,79.25,,18.14,,18 reps (225 lb),(N/A) (MPH),,,,
Josh,Adams,2020.0,157.0,29.0,2.0,1.0,,25.0,10.0,2.9,,RB,2018.0,"Notre,Dame","73,63",213.0,28.29,33.75,9.25,79.25,,18.14,,18 reps (225 lb),(N/A) (MPH),,,,
Tony,Adams,1975.0,42.0,8.0,,,,16.0,,,,QB,,,,,,,,,,,,,,,,,
Tony,Adams,1975.0,42.0,8.0,,,,16.0,,,,QB,,,,,,,,,,,,,,,,,
Tony,Adams,1976.0,46.0,5.0,,,,21.0,,,,QB,,,,,,,,,,,,,,,,,
Tony,Adams,1976.0,46.0,5.0,,,,21.0,,,,QB,,,,,,,,,,,,,,,,,
Tony,Adams,1977.0,21.0,5.0,,,,8.0,,,,QB,,,,,,,,,,,,,,,,,
Tony,Adams,1977.0,21.0,5.0,,,,8.0,,,,QB,,,,,,,,,,,,,,,,,
Tony,Adams,1978.0,15.0,9.0,,,,6.0,,,,QB,,,,,,,,,,,,,,,,,
Tony,Adams,1978.0,15.0,9.0,,,,6.0,,,,QB,,,,,,,,,,,,,,,,,
Tony,Adams,1987.0,31.0,11.0,,,,12.0,,,,QB,,,,,,,,,,,,,,,,,
Tony,Adams,1987.0,31.0,11.0,,,,12.0,,,,QB,,,,,,,,,,,,,,,,,
Willis,Adams,1979.0,4.0,2.0,,,,3.0,,,,WR,,,,,,,,,,,,,,,,,
Willis,Adams,1979.0,4.0,2.0,,,,3.0,,,,WR,,,,,,,,,,,,,,,,,
Willis,Adams,1980.0,7.0,2.0,,,,15.0,,,,WR,,,,,,,,,,,,,,,,,
Willis,Adams,1980.0,7.0,2.0,,,,15.0,,,,WR,,,,,,,,,,,,,,,,,
Willis,Adams,1983.0,2.0,1.0,,,,2.0,,,,WR,,,,,,,,,,,,,,,,,
Willis,Adams,1983.0,2.0,1.0,,,,2.0,,,,WR,,,,,,,,,,,,,,,,,
Joseph,Addai,2006.0,1081.0,226.0,7.0,3.0,1.0,41.0,66.0,3.424,2.0,RB,2006.0,"Louisiana,State","71,25",214.0,30.35,31.38,9.5,,4.43,,2.58,18 reps (225 lb),(N/A) (MPH),37.0,125.0,4.47,7.09
Joseph,Addai,2006.0,1081.0,226.0,7.0,3.0,1.0,41.0,66.0,3.424,2.0,RB,2006.0,"Louisiana,State","71,25",214.0,30.35,31.38,9.5,,4.43,,2.58,18 reps (225 lb),(N/A) (MPH),37.0,125.0,4.47,7.09
Joseph,Addai,2007.0,1072.0,261.0,12.0,2.0,,23.0,65.0,4.015,,RB,2006.0,"Louisiana,State","71,25",214.0,30.35,31.38,9.5,,4.43,,2.58,18 reps (225 lb),(N/A) (MPH),37.0,125.0,4.47,7.09
Joseph,Addai,2007.0,1072.0,261.0,12.0,2.0,,23.0,65.0,4.015,,RB,2006.0,"Louisiana,State","71,25",214.0,30.35,31.38,9.5,,4.43,,2.58,18 reps (225 lb),(N/A) (MPH),37.0,125.0,4.47,7.09
Joseph,Addai,2008.0,544.0,155.0,5.0,1.0,,23.0,34.0,4.559,1.0,RB,2006.0,"Louisiana,State","71,25",214.0,30.35,31.38,9.5,,4.43,,2.58,18 reps (225 lb),(N/A) (MPH),37.0,125.0,4.47,7.09
Joseph,Addai,2008.0,544.0,155.0,5.0,1.0,,23.0,34.0,4.559,1.0,RB,2006.0,"Louisiana,State","71,25",214.0,30.35,31.38,9.5,,4.43,,2.58,18 reps (225 lb),(N/A) (MPH),37.0,125.0,4.47,7.09
Joseph,Addai,2009.0,828.0,219.0,10.0,2.0,,21.0,44.0,4.977,1.0,RB,2006.0,"Louisiana,State","71,25",214.0,30.35,31.38,9.5,,4.43,,2.58,18 reps (225 lb),(N/A) (MPH),37.0,125.0,4.47,7.09
Joseph,Addai,2009.0,828.0,219.0,10.0,2.0,,21.0,44.0,4.977,1.0,RB,2006.0,"Louisiana,State","71,25",214.0,30.35,31.38,9.5,,4.43,,2.58,18 reps (225 lb),(N/A) (MPH),37.0,125.0,4.47,7.09
Joseph,Addai,2010.0,495.0,116.0,4.0,1.0,1.0,46.0,31.0,3.742,2.0,RB,2006.0,"Louisiana,State","71,25",214.0,30.35,31.38,9.5,,4.43,,2.58,18 reps (225 lb),(N/A) (MPH),37.0,125.0,4.47,7.09
Joseph,Addai,2010.0,495.0,116.0,4.0,1.0,1.0,46.0,31.0,3.742,2.0,RB,2006.0,"Louisiana,State","71,25",214.0,30.35,31.38,9.5,,4.43,,2.58,18 reps (225 lb),(N/A) (MPH),37.0,125.0,4.47,7.09
Joseph,Addai,2011.0,433.0,118.0,1.0,,,16.0,16.0,7.375,1.0,RB,2006.0,"Louisiana,State","71,25",214.0,30.35,31.38,9.5,,4.43,,2.58,18 reps (225 lb),(N/A) (MPH),37.0,125.0,4.47,7.09
Joseph,Addai,2011.0,433.0,118.0,1.0,,,16.0,16.0,7.375,1.0,RB,2006.0,"Louisiana,State","71,25",214.0,30.35,31.38,9.5,,4.43,,2.58,18 reps (225 lb),(N/A) (MPH),37.0,125.0,4.47,7.09
Bralon,Addison,2016.0,4.0,1.0,,,,4.0,,,,WR,2016.0,Oregon,"69,25",197.0,29.58,29.5,9.13,72.25,4.66,17.52,2.69,13 reps (225 lb),(N/A) (MPH),34.5,116.0,4.14,6.95
Bralon,Addison,2016.0,4.0,1.0,,,,4.0,,,,WR,2016.0,Oregon,"69,25",197.0,29.58,29.5,9.13,72.25,4.66,17.52,2.69,13 reps (225 lb),(N/A) (MPH),34.5,116.0,4.14,6.95
Sam,Adkins,1977.0,6.0,3.0,,,,4.0,,,,QB,,,,,,,,,,,,,,,,,
Sam,Adkins,1977.0,6.0,3.0,,,,4.0,,,,QB,,,,,,,,,,,,,,,,,
Sam,Adkins,1979.0,11.0,2.0,,,,9.0,,,,QB,,,,,,,,,,,,,,,,,
Sam,Adkins,1979.0,11.0,2.0,,,,9.0,,,,QB,,,,,,,,,,,,,,,,,
Sam,Adkins,1980.0,18.0,6.0,,,,12.0,,,,QB,,,,,,,,,,,,,,,,,
Sam,Adkins,1980.0,18.0,6.0,,,,12.0,,,,QB,,,,,,,,,,,,,,,,,
Sam,Adkins,1981.0,28.0,3.0,,,,13.0,,,,QB,,,,,,,,,,,,,,,,,
Sam,Adkins,1981.0,28.0,3.0,,,,13.0,,,,QB,,,,,,,,,,,,,,,,,
Tommie,Agee,1988.0,2.0,1.0,,,,2.0,,,,RB,,,,,,,,,,,,,,,,,
Tommie,Agee,1988.0,2.0,1.0,,,,2.0,,,,RB,,,,,,,,,,,,,,,,,
Tommie,Agee,1989.0,3.0,1.0,,,,3.0,,,,RB,,,,,,,,,,,,,,,,,
Tommie,Agee,1989.0,3.0,1.0,,,,3.0,,,,RB,,,,,,,,,,,,,,,,,
Tommie,Agee,1990.0,213.0,53.0,,,,28.0,,,,RB,,,,,,,,,,,,,,,,,
Tommie,Agee,1990.0,213.0,53.0,,,,28.0,,,,RB,,,,,,,,,,,,,,,,,
Tommie,Agee,1991.0,20.0,9.0,1.0,,,8.0,1.0,,,RB,,,,,,,,,,,,,,,,,
Tommie,Agee,1991.0,20.0,9.0,1.0,,,8.0,1.0,,,RB,,,,,,,,,,,,,,,,,
Tommie,Agee,1992.0,54.0,16.0,,,,10.0,5.0,3.2,,RB,,,,,,,,,,,,,,,,,
Tommie,Agee,1992.0,54.0,16.0,,,,10.0,5.0,3.2,,RB,,,,,,,,,,,,,,,,,
Tommie,Agee,1993.0,13.0,6.0,,,,6.0,1.0,,,RB,,,,,,,,,,,,,,,,,
Tommie,Agee,1993.0,13.0,6.0,,,,6.0,1.0,,,RB,,,,,,,,,,,,,,,,,
Tommie,Agee,1994.0,4.0,5.0,,,,3.0,1.0,,,RB,,,,,,,,,,,,,,,,,
Tommie,Agee,1994.0,4.0,5.0,,,,3.0,1.0,,,RB,,,,,,,,,,,,,,,,,
Nelson,Agholor,2016.0,14.0,5.0,,,,5.0,,,,WR,2015.0,"Southern,California","72,13",198.0,27.4,32.25,9.25,77.375,4.42,,2.59,12 reps (225 lb),(N/A) (MPH),,,,
Nelson,Agholor,2016.0,14.0,5.0,,,,5.0,,,,WR,2015.0,"Southern,California","72,13",198.0,27.4,32.25,9.25,77.375,4.42,,2.59,12 reps (225 lb),(N/A) (MPH),,,,
Nelson,Agholor,2017.0,7.0,1.0,,,,7.0,1.0,,,WR,2015.0,"Southern,California","72,13",198.0,27.4,32.25,9.25,77.375,4.42,,2.59,12 reps (225 lb),(N/A) (MPH),,,,
Nelson,Agholor,2017.0,7.0,1.0,,,,7.0,1.0,,,WR,2015.0,"Southern,California","72,13",198.0,27.4,32.25,9.25,77.375,4.42,,2.59,12 reps (225 lb),(N/A) (MPH),,,,
Nelson,Agholor,2018.0,32.0,3.0,,,,16.0,2.0,1.5,,WR,2015.0,"Southern,California","72,13",198.0,27.4,32.25,9.25,77.375,4.42,,2.59,12 reps (225 lb),(N/A) (MPH),,,,
Nelson,Agholor,2018.0,32.0,3.0,,,,16.0,2.0,1.5,,WR,2015.0,"Southern,California","72,13",198.0,27.4,32.25,9.25,77.375,4.42,,2.59,12 reps (225 lb),(N/A) (MPH),,,,
Nelson,Agholor,2019.0,7.0,2.0,,,,16.0,1.0,,,WR,2015.0,"Southern,California","72,13",198.0,27.4,32.25,9.25,77.375,4.42,,2.59,12 reps (225 lb),(N/A) (MPH),,,,
Nelson,Agholor,2019.0,7.0,2.0,,,,16.0,1.0,,,WR,2015.0,"Southern,California","72,13",198.0,27.4,32.25,9.25,77.375,4.42,,2.59,12 reps (225 lb),(N/A) (MPH),,,,
Jamal,Agnew,2017.0,9.0,2.0,,,,5.0,1.0,,,WR,,,,,,,,,,,,,,,,,
Jamal,Agnew,2017.0,9.0,2.0,,,,5.0,1.0,,,WR,,,,,,,,,,,,,,,,,
Jamal,Agnew,2018.0,17.0,1.0,,,,17.0,1.0,,,WR,,,,,,,,,,,,,,,,,
Jamal,Agnew,2018.0,17.0,1.0,,,,17.0,1.0,,,WR,,,,,,,,,,,,,,,,,
Jamal,Agnew,2019.0,9.0,1.0,,,,9.0,1.0,,,WR,,,,,,,,,,,,,,,,,
Jamal,Agnew,2019.0,9.0,1.0,,,,9.0,1.0,,,WR,,,,,,,,,,,,,,,,,
Jamal,Agnew,2020.0,33.0,6.0,,,,11.0,3.0,,,WR,,,,,,,,,,,,,,,,,
Jamal,Agnew,2020.0,33.0,6.0,,,,11.0,3.0,,,WR,,,,,,,,,,,,,,,,,
Ray,Agnew,2014.0,2.0,2.0,,,,2.0,1.0,,,RB,,,,,,,,,,,,,,,,,
Ray,Agnew,2014.0,2.0,2.0,,,,2.0,1.0,,,RB,,,,,,,,,,,,,,,,,
Louie,Aguiar,1991.0,18.0,1.0,,,,18.0,,,,P,,,,,,,,,,,,,,,,,
Louie,Aguiar,1991.0,18.0,1.0,,,,18.0,,,,P,,,,,,,,,,,,,,,,,
Louie,Aguiar,1997.0,11.0,2.0,,,,6.0,1.0,,,P,,,,,,,,,,,,,,,,,
Louie,Aguiar,1997.0,11.0,2.0,,,,6.0,1.0,,,P,,,,,,,,,,,,,,,,,
Salvon,Ahmed,2020.0,319.0,75.0,3.0,1.0,,31.0,18.0,4.167,,RB,2020.0,Washington,71,196.0,27.99,29.25,8.75,71.63,4.62,,2.69,(N/A) reps (225 lb),(N/A) (MPH),34.5,,,
Carl,Aikens,1987.0,1.0,1.0,,,,1.0,,,,WR,,,,,,,,,,,,,,,,,
Carl,Aikens,1987.0,1.0,1.0,,,,1.0,,,,WR,,,,,,,,,,,,,,,,,
Troy,Aikman,1989.0,302.0,38.0,,,,25.0,,,,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1989.0,302.0,38.0,,,,25.0,,,,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1990.0,172.0,40.0,1.0,,,20.0,,,,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1990.0,172.0,40.0,1.0,,,20.0,,,,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1991.0,5.0,16.0,1.0,,,9.0,1.0,,,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1991.0,5.0,16.0,1.0,,,9.0,1.0,,,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1992.0,105.0,37.0,1.0,,,19.0,6.0,6.167000000000001,,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1992.0,105.0,37.0,1.0,,,19.0,6.0,6.167000000000001,,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1993.0,125.0,32.0,,1.0,,20.0,6.0,5.332999999999999,3.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1993.0,125.0,32.0,,1.0,,20.0,6.0,5.332999999999999,3.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1994.0,62.0,30.0,1.0,,,13.0,4.0,7.5,1.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1994.0,62.0,30.0,1.0,,,13.0,4.0,7.5,1.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1995.0,32.0,21.0,1.0,,,12.0,4.0,5.25,4.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1995.0,32.0,21.0,1.0,,,12.0,4.0,5.25,4.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1996.0,42.0,35.0,1.0,,,10.0,10.0,3.5,2.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1996.0,42.0,35.0,1.0,,,10.0,10.0,3.5,2.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1997.0,79.0,25.0,,,,13.0,7.0,3.571,1.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1997.0,79.0,25.0,,,,13.0,7.0,3.571,1.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1998.0,69.0,22.0,2.0,1.0,,23.0,6.0,3.667,1.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1998.0,69.0,22.0,2.0,1.0,,23.0,6.0,3.667,1.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1999.0,10.0,21.0,1.0,,,7.0,3.0,,3.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,1999.0,10.0,21.0,1.0,,,7.0,3.0,,3.0,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,2000.0,13.0,10.0,,,,5.0,5.0,,,QB,,,,,,,,,,,,,,,,,
Troy,Aikman,2000.0,13.0,10.0,,,,5.0,5.0,,,QB,,,,,,,,,,,,,,,,,
Brandon,Aiyuk,2020.0,77.0,6.0,2.0,1.0,,38.0,3.0,,,WR,2020.0,"Arizona,State",72,201.0,27.92,33.5,9.75,80.0,4.5,,2.63,11 reps (225 lb),(N/A) (MPH),40.0,128.0,,
Jay,Ajayi,2015.0,187.0,49.0,1.0,3.0,,24.0,7.0,,,RB,2015.0,"Boise,State","71,75",221.0,30.91,32.0,10.0,77.125,4.57,,2.66,19 reps (225 lb),(N/A) (MPH),39.0,121.0,4.1,7.1
Jay,Ajayi,2015.0,187.0,49.0,1.0,3.0,,24.0,7.0,,,RB,2015.0,"Boise,State","71,75",221.0,30.91,32.0,10.0,77.125,4.57,,2.66,19 reps (225 lb),(N/A) (MPH),39.0,121.0,4.1,7.1
Jay,Ajayi,2016.0,1272.0,260.0,8.0,10.0,4.0,62.0,60.0,4.333,4.0,RB,2015.0,"Boise,State","71,75",221.0,30.91,32.0,10.0,77.125,4.57,,2.66,19 reps (225 lb),(N/A) (MPH),39.0,121.0,4.1,7.1
Jay,Ajayi,2016.0,1272.0,260.0,8.0,10.0,4.0,62.0,60.0,4.333,4.0,RB,2015.0,"Boise,State","71,75",221.0,30.91,32.0,10.0,77.125,4.57,,2.66,19 reps (225 lb),(N/A) (MPH),39.0,121.0,4.1,7.1
