First Name,Last Name,Year,Rec,Yards,TD,20+,40+,Lng,Rec 1st,1st %,Rec FUM,Targets,Position,Draft Year,College,Height (inch),Weight (lbs),BMI,ArmLength (inch),Hand Size (inch),Wing Span (inch),40 Yard Dash (s),40 Yard (MPH),20 Yard Split (s),Bench Press,QB Ball Velocity,Vertical Leap (inch),Broad Jump (inch),20 Yd Shuttle (s),Three Cone
Derrick,Alexander,1998.0,54.0,992.0,4.0,20.0,2.0,65.0,40.0,0.741,,,WR,1994.0,Michigan,"73,1",196.0,26.41,31.5,8.75,,4.5,,2.61,(N/A) reps (225 lb),(N/A) (MPH),36.0,,4.19,
Derrick,Alexander,1999.0,54.0,832.0,2.0,11.0,3.0,86.0,31.0,0.574,,,WR,1994.0,Michigan,"73,1",196.0,26.41,31.5,8.75,,4.5,,2.61,(N/A) reps (225 lb),(N/A) (MPH),36.0,,4.19,
Derrick,Alexander,2000.0,78.0,1391.0,10.0,24.0,7.0,81.0,55.0,0.705,,,WR,1994.0,Michigan,"73,1",196.0,26.41,31.5,8.75,,4.5,,2.61,(N/A) reps (225 lb),(N/A) (MPH),36.0,,4.19,
Derrick,Alexander,2001.0,27.0,470.0,3.0,9.0,2.0,46.0,22.0,0.815,,,WR,1994.0,Michigan,"73,1",196.0,26.41,31.5,8.75,,4.5,,2.61,(N/A) reps (225 lb),(N/A) (MPH),36.0,,4.19,
Derrick,Alexander,2002.0,14.0,134.0,1.0,,,18.0,7.0,0.5,,,WR,1994.0,Michigan,"73,1",196.0,26.41,31.5,8.75,,4.5,,2.61,(N/A) reps (225 lb),(N/A) (MPH),36.0,,4.19,
Glenn,Alexander,1970.0,4.0,,,,,,,,,,WR,,,,,,,,,,,,,,,,,
Jeff,Alexander,1989.0,8.0,,,,,28.0,,,,,RB,,,,,,,,,,,,,,,,,
Kevin,Alexander,1996.0,4.0,,,2.0,,35.0,3.0,0.75,,,WR,,,,,,,,,,,,,,,,,
Kevin,Alexander,1997.0,18.0,276.0,1.0,4.0,1.0,40.0,14.0,0.778,,,WR,,,,,,,,,,,,,,,,,
Mike,Alexander,1989.0,15.0,295.0,1.0,,,61.0,,,,,WR,1988.0,"Penn,State","75,3",215.0,27.3,,8.0,,4.57,,2.67,11 reps (225 lb),(N/A) (MPH),25.0,104.0,4.57,
Mike,Alexander,1991.0,1.0,,,,,7.0,1.0,,,,WR,1988.0,"Penn,State","75,3",215.0,27.3,,8.0,,4.57,,2.67,11 reps (225 lb),(N/A) (MPH),25.0,104.0,4.57,
Ray,Alexander,1984.0,8.0,132.0,1.0,,,41.0,,,,,WR,,,,,,,,,,,,,,,,,
Ray,Alexander,1988.0,54.0,788.0,6.0,,,50.0,,,,,WR,,,,,,,,,,,,,,,,,
Ray,Alexander,1989.0,1.0,,,,,16.0,,,,,WR,,,,,,,,,,,,,,,,,
Robert,Alexander,1982.0,1.0,,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Robert,Alexander,1983.0,1.0,,,,,10.0,,,,,RB,,,,,,,,,,,,,,,,,
Shaun,Alexander,2000.0,5.0,,,,,18.0,2.0,0.4,,,RB,,,,,,,,,,,,,,,,,
Shaun,Alexander,2001.0,44.0,343.0,2.0,2.0,,28.0,15.0,0.341,,,RB,,,,,,,,,,,,,,,,,
Shaun,Alexander,2002.0,59.0,460.0,2.0,1.0,1.0,80.0,19.0,0.322,1.0,,RB,,,,,,,,,,,,,,,,,
Shaun,Alexander,2003.0,42.0,295.0,2.0,3.0,,22.0,16.0,0.381,,,RB,,,,,,,,,,,,,,,,,
Shaun,Alexander,2004.0,23.0,170.0,4.0,1.0,,24.0,9.0,0.391,,,RB,,,,,,,,,,,,,,,,,
Shaun,Alexander,2005.0,15.0,,1.0,,,9.0,3.0,0.2,,,RB,,,,,,,,,,,,,,,,,
Shaun,Alexander,2006.0,12.0,,,,,14.0,2.0,0.16699999999999998,1.0,16.0,RB,,,,,,,,,,,,,,,,,
Shaun,Alexander,2007.0,14.0,,1.0,,,18.0,4.0,0.28600000000000003,,25.0,RB,,,,,,,,,,,,,,,,,
Shaun,Alexander,2008.0,1.0,,,,,9.0,,,,1.0,RB,,,,,,,,,,,,,,,,,
Stephen,Alexander,1998.0,37.0,383.0,4.0,5.0,,33.0,22.0,0.595,2.0,,TE,1998.0,Oklahoma,"76,4",246.0,30.34,33.25,9.5,,4.65,,2.74,18 reps (225 lb),(N/A) (MPH),35.5,122.0,4.09,7.48
Stephen,Alexander,1999.0,29.0,324.0,3.0,7.0,,27.0,18.0,0.621,,,TE,1998.0,Oklahoma,"76,4",246.0,30.34,33.25,9.5,,4.65,,2.74,18 reps (225 lb),(N/A) (MPH),35.5,122.0,4.09,7.48
Stephen,Alexander,2000.0,47.0,510.0,2.0,5.0,,30.0,33.0,0.7020000000000001,2.0,,TE,1998.0,Oklahoma,"76,4",246.0,30.34,33.25,9.5,,4.65,,2.74,18 reps (225 lb),(N/A) (MPH),35.5,122.0,4.09,7.48
Stephen,Alexander,2001.0,9.0,,,1.0,,21.0,3.0,0.33299999999999996,,,TE,1998.0,Oklahoma,"76,4",246.0,30.34,33.25,9.5,,4.65,,2.74,18 reps (225 lb),(N/A) (MPH),35.5,122.0,4.09,7.48
Stephen,Alexander,2002.0,45.0,510.0,1.0,8.0,,32.0,25.0,0.556,1.0,,TE,1998.0,Oklahoma,"76,4",246.0,30.34,33.25,9.5,,4.65,,2.74,18 reps (225 lb),(N/A) (MPH),35.5,122.0,4.09,7.48
Stephen,Alexander,2004.0,41.0,377.0,1.0,2.0,,30.0,21.0,0.512,,,TE,1998.0,Oklahoma,"76,4",246.0,30.34,33.25,9.5,,4.65,,2.74,18 reps (225 lb),(N/A) (MPH),35.5,122.0,4.09,7.48
Stephen,Alexander,2005.0,21.0,170.0,1.0,,,15.0,9.0,0.429,,,TE,1998.0,Oklahoma,"76,4",246.0,30.34,33.25,9.5,,4.65,,2.74,18 reps (225 lb),(N/A) (MPH),35.5,122.0,4.09,7.48
Stephen,Alexander,2006.0,18.0,160.0,2.0,1.0,,24.0,10.0,0.556,,34.0,TE,1998.0,Oklahoma,"76,4",246.0,30.34,33.25,9.5,,4.65,,2.74,18 reps (225 lb),(N/A) (MPH),35.5,122.0,4.09,7.48
Vincent,Alexander,1987.0,2.0,,,,,10.0,,,,,RB,,,,,,,,,,,,,,,,,
Brian,Alford,1998.0,1.0,,,,,11.0,,,,,WR,1998.0,Purdue,"73,5",187.0,24.92,33.13,9.63,,4.46,,2.6,(N/A) reps (225 lb),(N/A) (MPH),37.0,,4.04,7.49
Brian,Alford,1999.0,1.0,,1.0,,,7.0,1.0,,,,WR,1998.0,Purdue,"73,5",187.0,24.92,33.13,9.63,,4.46,,2.6,(N/A) reps (225 lb),(N/A) (MPH),37.0,,4.04,7.49
Mario,Alford,2015.0,1.0,,,,,15.0,1.0,,,1.0,WR,2015.0,"West,Virginia","68,5",180.0,27.62,31.25,9.38,74.375,4.43,19.16,2.64,13 reps (225 lb),(N/A) (MPH),34.0,121.0,4.07,6.64
Charles,Ali,2008.0,4.0,,,,,12.0,1.0,0.25,,6.0,RB,,,,,,,,,,,,,,,,,
Mo,Alie,2018.0,7.0,133.0,2.0,4.0,,34.0,6.0,0.857,,13.0,TE,,,,,,,,,,,,,,,,,
Mo,Alie,2019.0,8.0,,,1.0,,21.0,5.0,0.625,,11.0,TE,,,,,,,,,,,,,,,,,
Mo,Alie,2020.0,31.0,394.0,2.0,6.0,1.0,45.0,19.0,0.613,1.0,39.0,TE,,,,,,,,,,,,,,,,,
Anthony,Allen,1985.0,14.0,207.0,2.0,,,37.0,,,,,WR,,,,,,,,,,,,,,,,,
Anthony,Allen,1985.0,14.0,207.0,2.0,,,37.0,,,,,RB,2011.0,"Georgia,Tech","72,75",228.0,31.02,30.38,9.63,,4.56,17.82,2.55,24 reps (225 lb),(N/A) (MPH),41.5,120.0,4.06,6.79
Anthony,Allen,1986.0,10.0,156.0,2.0,,,32.0,,,,,WR,,,,,,,,,,,,,,,,,
Anthony,Allen,1986.0,10.0,156.0,2.0,,,32.0,,,,,RB,2011.0,"Georgia,Tech","72,75",228.0,31.02,30.38,9.63,,4.56,17.82,2.55,24 reps (225 lb),(N/A) (MPH),41.5,120.0,4.06,6.79
Anthony,Allen,1987.0,13.0,337.0,3.0,,,88.0,,,,,WR,,,,,,,,,,,,,,,,,
Anthony,Allen,1987.0,13.0,337.0,3.0,,,88.0,,,,,RB,2011.0,"Georgia,Tech","72,75",228.0,31.02,30.38,9.63,,4.56,17.82,2.55,24 reps (225 lb),(N/A) (MPH),41.5,120.0,4.06,6.79
Anthony,Allen,1988.0,5.0,,1.0,,,18.0,,,,,WR,,,,,,,,,,,,,,,,,
Anthony,Allen,1988.0,5.0,,1.0,,,18.0,,,,,RB,2011.0,"Georgia,Tech","72,75",228.0,31.02,30.38,9.63,,4.56,17.82,2.55,24 reps (225 lb),(N/A) (MPH),41.5,120.0,4.06,6.79
Anthony,Allen,1989.0,2.0,,,,,11.0,,,,,WR,,,,,,,,,,,,,,,,,
Anthony,Allen,1989.0,2.0,,,,,11.0,,,,,RB,2011.0,"Georgia,Tech","72,75",228.0,31.02,30.38,9.63,,4.56,17.82,2.55,24 reps (225 lb),(N/A) (MPH),41.5,120.0,4.06,6.79
Anthony,Allen,2012.0,2.0,,,,,7.0,1.0,0.5,,4.0,WR,,,,,,,,,,,,,,,,,
Anthony,Allen,2012.0,2.0,,,,,7.0,1.0,0.5,,4.0,RB,2011.0,"Georgia,Tech","72,75",228.0,31.02,30.38,9.63,,4.56,17.82,2.55,24 reps (225 lb),(N/A) (MPH),41.5,120.0,4.06,6.79
Armando,Allen,2012.0,2.0,,,,,15.0,,,,3.0,RB,2011.0,"Notre,Dame","68,25",199.0,30.76,30.25,8.75,,4.52,17.82,,23 reps (225 lb),(N/A) (MPH),,,,
David,Allen,2003.0,6.0,,1.0,1.0,,31.0,3.0,0.5,,,RB,2001.0,"Kansas,State","68,8",194.0,29.51,31.5,8.25,,4.65,,2.7,15 reps (225 lb),(N/A) (MPH),31.0,111.0,,
David,Allen,2004.0,2.0,,,,,5.0,,,,,RB,2001.0,"Kansas,State","68,8",194.0,29.51,31.5,8.25,,4.65,,2.7,15 reps (225 lb),(N/A) (MPH),31.0,111.0,,
Dwayne,Allen,2012.0,45.0,521.0,3.0,9.0,1.0,40.0,30.0,0.667,1.0,66.0,TE,2012.0,Clemson,"75,13",255.0,32.53,33.0,9.63,,4.85,,2.75,27 reps (225 lb),(N/A) (MPH),32.0,110.0,4.37,7.12
Dwayne,Allen,2013.0,1.0,,1.0,1.0,,20.0,1.0,,,2.0,TE,2012.0,Clemson,"75,13",255.0,32.53,33.0,9.63,,4.85,,2.75,27 reps (225 lb),(N/A) (MPH),32.0,110.0,4.37,7.12
Dwayne,Allen,2014.0,29.0,395.0,8.0,6.0,1.0,41.0,24.0,0.828,1.0,50.0,TE,2012.0,Clemson,"75,13",255.0,32.53,33.0,9.63,,4.85,,2.75,27 reps (225 lb),(N/A) (MPH),32.0,110.0,4.37,7.12
Dwayne,Allen,2015.0,16.0,109.0,1.0,1.0,,21.0,4.0,0.25,,29.0,TE,2012.0,Clemson,"75,13",255.0,32.53,33.0,9.63,,4.85,,2.75,27 reps (225 lb),(N/A) (MPH),32.0,110.0,4.37,7.12
Dwayne,Allen,2016.0,35.0,406.0,6.0,4.0,,23.0,25.0,0.7140000000000001,1.0,52.0,TE,2012.0,Clemson,"75,13",255.0,32.53,33.0,9.63,,4.85,,2.75,27 reps (225 lb),(N/A) (MPH),32.0,110.0,4.37,7.12
Dwayne,Allen,2017.0,10.0,,1.0,1.0,,22.0,5.0,0.5,,22.0,TE,2012.0,Clemson,"75,13",255.0,32.53,33.0,9.63,,4.85,,2.75,27 reps (225 lb),(N/A) (MPH),32.0,110.0,4.37,7.12
Dwayne,Allen,2018.0,3.0,,,1.0,,21.0,2.0,0.667,,4.0,TE,2012.0,Clemson,"75,13",255.0,32.53,33.0,9.63,,4.85,,2.75,27 reps (225 lb),(N/A) (MPH),32.0,110.0,4.37,7.12
Gary,Allen,1982.0,2.0,,1.0,,,23.0,,,,,RB,,,,,,,,,,,,,,,,,
James,Allen,1998.0,8.0,,1.0,1.0,,33.0,3.0,0.375,,,RB,1997.0,Oklahoma,"70,1",212.0,31.06,31.88,9.0,,,,,11 reps (225 lb),(N/A) (MPH),31.0,,,
James,Allen,1999.0,9.0,,,,,17.0,4.0,0.444,,,RB,1997.0,Oklahoma,"70,1",212.0,31.06,31.88,9.0,,,,,11 reps (225 lb),(N/A) (MPH),31.0,,,
James,Allen,2000.0,39.0,291.0,1.0,1.0,,26.0,17.0,0.436,,,RB,1997.0,Oklahoma,"70,1",212.0,31.06,31.88,9.0,,,,,11 reps (225 lb),(N/A) (MPH),31.0,,,
James,Allen,2001.0,30.0,203.0,1.0,1.0,,34.0,9.0,0.3,,,RB,1997.0,Oklahoma,"70,1",212.0,31.06,31.88,9.0,,,,,11 reps (225 lb),(N/A) (MPH),31.0,,,
James,Allen,2002.0,47.0,302.0,,2.0,,21.0,11.0,0.23399999999999999,,,RB,1997.0,Oklahoma,"70,1",212.0,31.06,31.88,9.0,,,,,11 reps (225 lb),(N/A) (MPH),31.0,,,
Jared,Allen,2007.0,2.0,,2.0,,,2.0,2.0,,,2.0,DE,,,,,,,,,,,,,,,,,
Javorius,Allen,2015.0,45.0,353.0,2.0,1.0,1.0,41.0,16.0,0.35600000000000004,,61.0,RB,2015.0,"Southern,California","72,5",221.0,30.27,31.75,9.38,75.125,4.53,,2.64,11 reps (225 lb),(N/A) (MPH),35.5,121.0,4.28,6.96
Javorius,Allen,2016.0,3.0,,,,,8.0,2.0,0.667,,4.0,RB,2015.0,"Southern,California","72,5",221.0,30.27,31.75,9.38,75.125,4.53,,2.64,11 reps (225 lb),(N/A) (MPH),35.5,121.0,4.28,6.96
Javorius,Allen,2017.0,46.0,250.0,2.0,1.0,,20.0,16.0,0.348,,60.0,RB,2015.0,"Southern,California","72,5",221.0,30.27,31.75,9.38,75.125,4.53,,2.64,11 reps (225 lb),(N/A) (MPH),35.5,121.0,4.28,6.96
Javorius,Allen,2018.0,35.0,196.0,2.0,,,17.0,11.0,0.314,1.0,43.0,RB,2015.0,"Southern,California","72,5",221.0,30.27,31.75,9.38,75.125,4.53,,2.64,11 reps (225 lb),(N/A) (MPH),35.5,121.0,4.28,6.96
Javorius,Allen,2019.0,1.0,,,,,9.0,,,,2.0,RB,2015.0,"Southern,California","72,5",221.0,30.27,31.75,9.38,75.125,4.53,,2.64,11 reps (225 lb),(N/A) (MPH),35.5,121.0,4.28,6.96
Josh,Allen,2020.0,1.0,,1.0,,,12.0,1.0,,,1.0,QB,2018.0,Wyoming,"76,88",237.0,28.87,33.25,10.13,78.375,4.75,,2.74,(N/A) reps (225 lb),62 (MPH),33.5,,4.4,6.9
Keenan,Allen,2013.0,71.0,1046.0,8.0,16.0,1.0,43.0,54.0,0.7609999999999999,1.0,105.0,WR,2013.0,California,74,206.0,27.09,,,76.75,,,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Keenan,Allen,2014.0,77.0,783.0,4.0,6.0,,35.0,41.0,0.532,1.0,121.0,WR,2013.0,California,74,206.0,27.09,,,76.75,,,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Keenan,Allen,2015.0,67.0,725.0,4.0,8.0,,38.0,34.0,0.507,,89.0,WR,2013.0,California,74,206.0,27.09,,,76.75,,,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Keenan,Allen,2016.0,6.0,,,,,15.0,5.0,0.833,,7.0,WR,2013.0,California,74,206.0,27.09,,,76.75,,,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Keenan,Allen,2017.0,102.0,1393.0,6.0,18.0,4.0,51.0,74.0,0.725,1.0,159.0,WR,2013.0,California,74,206.0,27.09,,,76.75,,,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Keenan,Allen,2018.0,97.0,1196.0,6.0,13.0,1.0,54.0,62.0,0.639,1.0,136.0,WR,2013.0,California,74,206.0,27.09,,,76.75,,,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Keenan,Allen,2019.0,104.0,1199.0,6.0,15.0,1.0,45.0,63.0,0.606,,149.0,WR,2013.0,California,74,206.0,27.09,,,76.75,,,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Keenan,Allen,2020.0,100.0,992.0,8.0,10.0,,28.0,61.0,0.61,3.0,147.0,WR,2013.0,California,74,206.0,27.09,,,76.75,,,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Marcus,Allen,1982.0,38.0,401.0,3.0,,,51.0,,,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1983.0,68.0,590.0,2.0,,,36.0,,,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1984.0,64.0,758.0,5.0,,,92.0,,,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1985.0,67.0,555.0,3.0,,,44.0,,,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1986.0,46.0,453.0,2.0,,,36.0,,,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1987.0,51.0,410.0,,,,39.0,,,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1988.0,34.0,303.0,1.0,,,30.0,,,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1989.0,20.0,191.0,,,,26.0,,,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1990.0,15.0,189.0,1.0,,,30.0,,,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1991.0,15.0,131.0,,2.0,,25.0,5.0,0.33299999999999996,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1992.0,28.0,277.0,1.0,1.0,1.0,40.0,13.0,0.46399999999999997,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1993.0,34.0,238.0,3.0,,,18.0,17.0,0.5,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1994.0,42.0,349.0,,3.0,,38.0,14.0,0.33299999999999996,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1995.0,27.0,210.0,,1.0,,20.0,11.0,0.40700000000000003,1.0,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1996.0,27.0,270.0,,2.0,1.0,59.0,12.0,0.444,,,RB,,,,,,,,,,,,,,,,,
Marcus,Allen,1997.0,11.0,,,,,18.0,6.0,0.545,,,RB,,,,,,,,,,,,,,,,,
Marvin,Allen,1990.0,6.0,,,,,19.0,,,,,RB,1988.0,"Tulane,LA","69,8",213.0,31.48,,9.0,,4.55,,2.67,15 reps (225 lb),(N/A) (MPH),31.0,110.0,4.54,
Marvin,Allen,1991.0,1.0,,,,,9.0,1.0,,,,RB,1988.0,"Tulane,LA","69,8",213.0,31.48,,9.0,,4.55,,2.67,15 reps (225 lb),(N/A) (MPH),31.0,110.0,4.54,
Nate,Allen,1972.0,1.0,,,,,,,,,,DB,,,,,,,,,,,,,,,,,
Terry,Allen,1991.0,6.0,,1.0,1.0,,21.0,4.0,0.667,,,RB,,,,,,,,,,,,,,,,,
Terry,Allen,1992.0,49.0,478.0,2.0,7.0,,36.0,20.0,0.408,1.0,,RB,,,,,,,,,,,,,,,,,
Terry,Allen,1994.0,17.0,148.0,,2.0,,31.0,4.0,0.235,,,RB,,,,,,,,,,,,,,,,,
Terry,Allen,1995.0,31.0,232.0,1.0,1.0,,24.0,11.0,0.355,,,RB,,,,,,,,,,,,,,,,,
Terry,Allen,1996.0,32.0,194.0,,1.0,,28.0,6.0,0.188,2.0,,RB,,,,,,,,,,,,,,,,,
Terry,Allen,1997.0,20.0,172.0,1.0,1.0,,38.0,7.0,0.35,1.0,,RB,,,,,,,,,,,,,,,,,
Terry,Allen,1998.0,17.0,128.0,,,,17.0,6.0,0.353,1.0,,RB,,,,,,,,,,,,,,,,,
Terry,Allen,1999.0,14.0,125.0,1.0,2.0,,38.0,6.0,0.429,1.0,,RB,,,,,,,,,,,,,,,,,
Terry,Allen,2000.0,1.0,,,,,7.0,,,,,RB,,,,,,,,,,,,,,,,,
Terry,Allen,2001.0,17.0,,,,,11.0,1.0,0.059000000000000004,,,RB,,,,,,,,,,,,,,,,,
Tremayne,Allen,1997.0,1.0,,,,,9.0,,,,,TE,,,,,,,,,,,,,,,,,
Aundrae,Allison,2007.0,8.0,122.0,,1.0,,35.0,5.0,0.625,1.0,19.0,WR,2007.0,"East,Carolina,NC","72,25",198.0,27.31,32.25,9.0,,4.42,,2.5,(N/A) reps (225 lb),(N/A) (MPH),37.0,,,
Aundrae,Allison,2008.0,10.0,109.0,,1.0,,21.0,8.0,0.8,,22.0,WR,2007.0,"East,Carolina,NC","72,25",198.0,27.31,32.25,9.0,,4.42,,2.5,(N/A) reps (225 lb),(N/A) (MPH),37.0,,,
Geronimo,Allison,2016.0,12.0,202.0,2.0,3.0,,39.0,11.0,0.917,,22.0,WR,2016.0,Illinois,"75,25",196.0,24.92,32.88,9.5,79.75,4.67,17.94,2.74,(N/A) reps (225 lb),(N/A) (MPH),33.0,,4.28,7.4
Geronimo,Allison,2017.0,23.0,253.0,,1.0,1.0,72.0,10.0,0.435,1.0,39.0,WR,2016.0,Illinois,"75,25",196.0,24.92,32.88,9.5,79.75,4.67,17.94,2.74,(N/A) reps (225 lb),(N/A) (MPH),33.0,,4.28,7.4
Geronimo,Allison,2018.0,20.0,303.0,2.0,4.0,1.0,64.0,11.0,0.55,1.0,30.0,WR,2016.0,Illinois,"75,25",196.0,24.92,32.88,9.5,79.75,4.67,17.94,2.74,(N/A) reps (225 lb),(N/A) (MPH),33.0,,4.28,7.4
Geronimo,Allison,2019.0,34.0,287.0,2.0,3.0,,31.0,16.0,0.47100000000000003,2.0,55.0,WR,2016.0,Illinois,"75,25",196.0,24.92,32.88,9.5,79.75,4.67,17.94,2.74,(N/A) reps (225 lb),(N/A) (MPH),33.0,,4.28,7.4
John,Allred,1997.0,8.0,,,,,18.0,2.0,0.25,,,TE,1997.0,"Southern,California","76,4",244.0,30.1,32.5,10.0,,5.01,,2.88,15 reps (225 lb),(N/A) (MPH),32.0,112.0,4.32,7.45
John,Allred,1999.0,13.0,102.0,1.0,1.0,,26.0,5.0,0.385,,,TE,1997.0,"Southern,California","76,4",244.0,30.1,32.5,10.0,,5.01,,2.88,15 reps (225 lb),(N/A) (MPH),32.0,112.0,4.32,7.45
John,Allred,2000.0,9.0,109.0,1.0,1.0,,25.0,5.0,0.556,,,TE,1997.0,"Southern,California","76,4",244.0,30.1,32.5,10.0,,5.01,,2.88,15 reps (225 lb),(N/A) (MPH),32.0,112.0,4.32,7.45
Gerald,Alphin,1990.0,4.0,,,,,17.0,,,,,WR,,,,,,,,,,,,,,,,,
Lyneal,Alston,1987.0,3.0,,2.0,,,42.0,,,,,WR,1987.0,"Southern,Mississippi","72,1",202.0,27.98,33.0,10.0,,4.64,,2.69,7 reps (225 lb),(N/A) (MPH),32.0,114.0,4.52,
Mack,Alston,1971.0,5.0,,,,,,,,,,TE,,,,,,,,,,,,,,,,,
Mack,Alston,1972.0,2.0,,,,,,,,,,TE,,,,,,,,,,,,,,,,,
Mack,Alston,1973.0,19.0,195.0,4.0,,,,,,,,TE,,,,,,,,,,,,,,,,,
Mack,Alston,1974.0,17.0,249.0,3.0,,,,,,,,TE,,,,,,,,,,,,,,,,,
Mack,Alston,1975.0,18.0,165.0,4.0,,,26.0,,,,,TE,,,,,,,,,,,,,,,,,
Mack,Alston,1976.0,19.0,174.0,1.0,,,29.0,,,,,TE,,,,,,,,,,,,,,,,,
Mack,Alston,1978.0,18.0,210.0,2.0,,,23.0,,,,,TE,,,,,,,,,,,,,,,,,
Mack,Alston,1979.0,10.0,114.0,1.0,,,26.0,,,,,TE,,,,,,,,,,,,,,,,,
Mike,Alstott,1996.0,65.0,557.0,3.0,4.0,,29.0,28.0,0.431,2.0,,FB,1996.0,Purdue,"72,4",240.0,32.97,31.5,9.88,,4.68,,2.73,24 reps (225 lb),(N/A) (MPH),33.0,117.0,4.16,
Mike,Alstott,1997.0,23.0,178.0,3.0,1.0,,26.0,13.0,0.565,1.0,,FB,1996.0,Purdue,"72,4",240.0,32.97,31.5,9.88,,4.68,,2.73,24 reps (225 lb),(N/A) (MPH),33.0,117.0,4.16,
Mike,Alstott,1998.0,22.0,152.0,1.0,2.0,,26.0,7.0,0.318,1.0,,FB,1996.0,Purdue,"72,4",240.0,32.97,31.5,9.88,,4.68,,2.73,24 reps (225 lb),(N/A) (MPH),33.0,117.0,4.16,
Mike,Alstott,1999.0,27.0,239.0,2.0,2.0,,24.0,11.0,0.40700000000000003,,,FB,1996.0,Purdue,"72,4",240.0,32.97,31.5,9.88,,4.68,,2.73,24 reps (225 lb),(N/A) (MPH),33.0,117.0,4.16,
Mike,Alstott,2000.0,13.0,,,1.0,,21.0,3.0,0.231,,,FB,1996.0,Purdue,"72,4",240.0,32.97,31.5,9.88,,4.68,,2.73,24 reps (225 lb),(N/A) (MPH),33.0,117.0,4.16,
Mike,Alstott,2001.0,35.0,231.0,1.0,,,19.0,9.0,0.257,2.0,,FB,1996.0,Purdue,"72,4",240.0,32.97,31.5,9.88,,4.68,,2.73,24 reps (225 lb),(N/A) (MPH),33.0,117.0,4.16,
Mike,Alstott,2002.0,35.0,242.0,2.0,1.0,1.0,44.0,11.0,0.314,2.0,,FB,1996.0,Purdue,"72,4",240.0,32.97,31.5,9.88,,4.68,,2.73,24 reps (225 lb),(N/A) (MPH),33.0,117.0,4.16,
Mike,Alstott,2003.0,10.0,,,,,17.0,3.0,0.3,,,FB,1996.0,Purdue,"72,4",240.0,32.97,31.5,9.88,,4.68,,2.73,24 reps (225 lb),(N/A) (MPH),33.0,117.0,4.16,
Mike,Alstott,2004.0,29.0,202.0,,1.0,,20.0,11.0,0.379,1.0,,FB,1996.0,Purdue,"72,4",240.0,32.97,31.5,9.88,,4.68,,2.73,24 reps (225 lb),(N/A) (MPH),33.0,117.0,4.16,
Mike,Alstott,2005.0,25.0,222.0,1.0,2.0,,24.0,11.0,0.44,,,FB,1996.0,Purdue,"72,4",240.0,32.97,31.5,9.88,,4.68,,2.73,24 reps (225 lb),(N/A) (MPH),33.0,117.0,4.16,
Mike,Alstott,2006.0,21.0,,,,,18.0,6.0,0.28600000000000003,,38.0,FB,1996.0,Purdue,"72,4",240.0,32.97,31.5,9.88,,4.68,,2.73,24 reps (225 lb),(N/A) (MPH),33.0,117.0,4.16,
Tyson,Alualu,2015.0,2.0,,,,,16.0,2.0,,,3.0,NT,,,,,,,,,,,,,,,,,
Lance,Alworth,1970.0,35.0,608.0,4.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Lance,Alworth,1971.0,34.0,487.0,2.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Lance,Alworth,1972.0,15.0,195.0,2.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Eugene,Amano,2011.0,1.0,,,,,7.0,,,,1.0,C,,,,,,,,,,,,,,,,,
Jace,Amaro,2014.0,38.0,345.0,2.0,4.0,1.0,43.0,20.0,0.526,1.0,53.0,TE,2014.0,"Texas,Tech","77,38",265.0,31.87,34.0,9.0,81.25,4.74,17.78,2.76,28 reps (225 lb),(N/A) (MPH),33.0,116.0,4.3,7.42
Jace,Amaro,2016.0,3.0,,,1.0,,26.0,2.0,0.667,,4.0,TE,2014.0,"Texas,Tech","77,38",265.0,31.87,34.0,9.0,81.25,4.74,17.78,2.76,28 reps (225 lb),(N/A) (MPH),33.0,116.0,4.3,7.42
